timestamp|cc|market_account|product_desc|cost|shipping_address|cc_billing_address,,,,,,
2023-10-22 06:52:54|6497571861435915|cautiousDoughnut7|sock-green-xlarge|985.0|10881 Northforde Drive, , Cupertino CA, 95014|514 Flower Lane, , Alameda CA,94502
2023-10-23 10:16:53|3295819837594014|trustingLapwing1|coat-green-small|595.0|3820 North Peniel Avenue, , Bethany OK, 73008|5529 East Saddleridge Drive, , Fayetteville AR,72703
2023-10-24 01:29:30|4679098554855923|trustingLapwing1|scooter-hiboy-large|15.0|7854 Webster Way, , Arvada CO, 80003|10749 West Kaler Drive, , Glendale AZ,85307
2023-10-24 06:02:36|8550660937830086|cautiousDoughnut7|coat-violet-large|823.0|4 Cutting Avenue, , Worcester MA, 01606|939 West Beach Drive, , Panama City FL,32401
2023-10-24 14:57:19|7272221928831228|cautiousDoughnut7|tie-violet-kipper-large|818.0|5124 E Street Southeast, , Washington DC, 20019|24 Lambert Street, , Medford MA,2155
2023-10-24 16:55:24|8977275578948633|cautiousDoughnut7|car-audio-compact|841.0|6950 West Nicolet Avenue, , Glendale AZ, 85303|349 North Sabine Pass Road, , Fayetteville AR,72704
2023-10-24 19:25:29|4094666238238629|cautiousDoughnut7|car-gm-compact|596.0|3114 West 20th Court, , Panama City FL, 32405|915 Hargrove Street, , Ardmore OK,73401
2023-10-25 02:50:36|8515628101748157|cautiousDoughnut7|tie-violet-kipper-large|67.0|38 Milford Street, , Medway MA, 02053|5242 Thornton Lane, , Panama City FL,32404
2023-10-25 08:38:10|7935244270311202|cautiousDoughnut7|bike-trek-medium|951.0|407 Bon Air Avenue, , Brooklyn Park MD, 21225|7018 Russell Court, , Arvada CO,80007
2023-10-25 11:10:49|1491307860702084|cautiousDoughnut7|bike-specialized-xlarge|735.0|20117 Lucas Avenue, , Anchorage AK, 99577|18318 Pioneer Drive, , Anchorage AK,99577
2023-10-25 11:25:21|9769338693556033|cautiousDoughnut7|coat-pink-xlarge|570.0|9300 C Street, , Oakland CA, 94603|939 West Beach Drive, , Panama City FL,32401
2023-10-27 04:48:36|2856462550609853|ecstaticFlamingo9|scooter-gotrax-xlarge|78.0|424 Callan Avenue, #216, San Leandro CA, 94577|645 G Street, #STE 000101, Anchorage AK,99501
2023-10-28 19:06:07|3097025683799669|cautiousDoughnut7|coat-red-large|674.0|2755 Country Drive, #244, Fremont CA, 94536|491 Arabian Way, , Grand Junction CO,81504
2023-10-28 22:56:32|8493106052931041|cautiousDoughnut7|tie-green-kipper-large|933.0|8423 Pioneer Drive, , Severn MD, 21144|35 Pilot Knob Lane, #204, Telluride CO,81435
2023-10-29 03:34:32|5420835267337732|trustingLapwing1|shirt-yellow-small|644.0|9457 Winfield Place, , Montgomery AL, 36117|8509 Olde Gate, , Montgomery AL,36116
2023-10-29 07:43:41|2892739270647819|cautiousDoughnut7|computer-mac-8|945.0|4709 North Willow Avenue, , Bethany OK, 73008|8496 Isles Court, , Pasadena MD,21122
2023-10-30 13:13:58|2452000246013125|cautiousDoughnut7|tv-visio-75|839.0|715 36.1 Road, , Palisade CO, 81526|645 G Street, #STE 000101, Anchorage AK,99501
2023-10-30 21:08:03|7790469442423890|cautiousDoughnut7|computer-hp-64|869.0|410 51st Avenue North, , Nashville TN, 37209|8390 Alkire Street, , Arvada CO,80005
2023-10-31 12:29:10|3811293935353139|cautiousDoughnut7|computer-dell-128|886.0|705 Upshur Street Northwest, , Washington DC, 20011|2206 Skidaway Road, , Savannah GA,31404
