timestamp|cc|product_desc|product_purchase_number|cost|cc_billing_address,,,
2023-10-13 04:41:28|3019245258907388|bike-specialized-xlarge|d3826ec2-27ed-4bac-9c16-d2b5ec46e3bf|108.96078566548708|2829 31st Street Northwest, , Washington DC,20008
2023-10-14 16:07:07|6901378858956732|pants-green-medium|761f8ad2-1ed8-4c74-a48c-128a59aad48f|765.4599456881114|83 Oakdale Road, , Newton MA,2459
2023-10-15 03:04:58|4139441692555130|tv-lg-75|836a6981-1caf-4d06-8917-649dce85a044|168.5552357998277|7817 Moose Run Circle, , Anchorage AK,99507
2023-10-16 01:26:08|9551214556211905|shirt-green-small|90a68270-405c-4628-98a1-a08438428fb0|663.4901927272185|25793 Durrwood Court, , Castro Valley CA,94552
2023-10-16 05:22:02|5100865218549154|shirt-red-xlarge|f03e0e88-3c6c-45b9-a4e7-0a341cae9435|49.953827397156594|517 Retford Drive, , Severna Park MD,21146
2023-10-18 09:37:26|3363342432382227|sock-orange-small|26f12a1e-3d16-4ded-8776-0c46dd00fdf9|127.70383895706328|2A Cleveland Park Rd, , Freetown MA,2717
2023-10-18 16:18:30|0556151221394243|scooter-gotrax-large|55b34e8a-255c-43ba-8ffd-f8667a5bddae|490.61878358735134|705 Upshur Street Northwest, , Washington DC,20011
2023-10-18 18:27:13|2797866733835889|tv-lg-32|5a4cbc99-0e98-49b5-ac13-e04417aac62c|864.3847967703314|8 Kozera Avenue, , Hadley MA,1035
2023-10-19 08:31:14|1904491189448594|computer-hp-32|04fce920-e12f-41e0-ad29-a11479bd7ba4|119.4749875788059|13213 Spanish Moss Road, , Savannah GA,31419
2023-10-19 18:11:28|0151542188497937|tv-lg-55|822fe59c-9f32-4eff-91c3-448413b13279|541.4572607099217|23 Florida Avenue Northeast, , Washington DC,20002
2023-10-20 12:34:17|6046155061472729|pants-magenta-small|c833f4c9-eee6-4456-aacd-c4a5c93021a9|179.96522677858204|61 Callahan Way, #B4, Mammoth Lakes CA,93546
2023-10-20 15:53:30|2375279216373968|bike-trek-small|be4b022a-b078-430a-a7a5-9772b2d055a2|221.0559959861867|5921 Ashwood Bluff Drive, , Louisville KY,40207
2023-10-20 16:05:58|0668831590258408|tie-magenta-pencil-small|6b9ba134-a07f-4ca1-9eff-4095f8760f65|739.4089498835954|8390 Alkire Street, , Arvada CO,80005
2023-10-21 08:38:25|4710115637886058|tie-yellow-pencil-large|cfe03a4b-991f-454a-8984-4bda354a946e|109.66285590662721|4136 East Virginia Lane, , Montgomery AL,36116
2023-10-21 15:16:29|7494818059376455|pants-violet-large|dd1f1625-a05c-4e8d-bbaa-9b4c65629269|16.345188434922594|58 North U.S.A Drive, , Fayetteville AR,72701
2023-10-21 16:55:21|1519194495254057|scooter-hiboy-large|80c8f2f2-0ffe-482b-a4be-4b67faea3cb8|619.0138997367307|733 East DeRenne Avenue, , Savannah GA,31405
2023-10-21 20:22:34|5227616025870039|coat-blue-medium|8af0da72-9dbb-42a5-ad5e-bebcd7dd600f|360.35489682859975|42223 Edgewood Street, , Fremont CA,94538
2023-10-22 03:36:46|2345847032174535|coat-red-xlarge|8a0ed1d2-9fae-4afd-bbb5-8b91289ed31e|669.0214663613599|219 Shana Road, , Glen Burnie MD,21060
2023-10-22 12:55:10|1738701426968046|car-mazda-suv|e935f1bd-49a8-49c4-a8bc-d1429142bab2|195.9342463577887|90 Mountain Street, , Bristol VT,5443
2023-10-22 15:17:30|0743941966832688|computer-ibm-32|2e67dcbf-b3b2-4d45-a957-60e94734f3e8|444.960008719845|11113 North Miller Avenue, , Oklahoma City OK,73120
2023-10-22 15:56:40|0231060259714718|pants-orange-medium|cb608e3f-aa4e-4379-9157-dfac82fadd43|172.50642605272785|8351 Forest Drive, , Pasadena MD,21122
2023-10-22 19:44:08|2221068794086450|sock-blue-large|71056b6d-1458-4c41-9675-38145965c5de|715.1924556893205|637 Britannia Drive, , Vallejo CA,94591
2023-10-23 08:15:40|0163029916812126|shirt-blue-large|43932f63-44b8-4c22-b013-79ce452818dd|507.8510711503478|2809 Rowland Avenue, C, Thunderbolt GA,31404
2023-10-23 08:38:07|9072478383483186|ebike-velotric-large|a1d5757c-3159-420a-995e-460a77bd2ecf|572.0966466813853|43 Henderson Avenue, , Savannah GA,31406
2023-10-23 13:02:43|5946523152370651|pants-yellow-small|b7b01acc-b5e0-4837-ac46-be5ccf7701c6|684.346521837414|3652 East Blue Stone Drive, , Fayetteville AR,72764
2023-10-23 22:44:45|6661653351952055|shirt-pink-medium|4b97a29c-8747-44ee-a120-ce9b0f460f70|858.2126532039651|649 South 41st Street, , Louisville KY,40211
2023-10-25 00:04:29|5810909705940928|ebike-rad_power-xlarge|b41fab92-7ccb-446c-b019-f73377490a42|263.9325255007662|8716 Astrid Avenue, , Louisville KY,40228
2023-10-25 06:33:47|9975985044766202|tv-sony-65|af5caaef-952f-411d-b5aa-6c661d3ec935|383.29017394045894|1403 Lincoln Street, , Savannah GA,31401
2023-10-25 11:35:36|8898339085030814|tv-sony-75|c9994a8f-fd40-490e-ab43-8b8b57d75419|828.0087424509397|6060 West Royal Palm Road, #226, Glendale AZ,85302
2023-10-25 12:07:50|7240847313524254|tie-blue-kipper-large|a7891da8-b026-4b3f-9c2c-ddac1d96a9f0|614.7865733842972|8007 Kendrick Crossing Lane, , Louisville KY,40291
2023-10-25 15:09:31|3479393565243965|bike-trek-small|e36511d8-deef-42d1-8c7d-78b166417dae|521.2782221692513|406 Stilz Avenue, , Louisville KY,40206
2023-10-25 16:12:23|1579521414579824|pants-orange-xlarge|a3be18c8-d076-429a-ae9d-9f7ca04911aa|228.1478182685765|5038 North Cimarron Drive, , Beverly Hills FL,34465
2023-10-25 22:54:06|5729194650773892|tv-hitachi-65|4c77c331-3739-4519-bf2d-2850eee7911c|342.4906383280734|165 Saint John Street, , Manchester CT,6040
2023-10-27 03:33:44|8680684016325234|car-mazda-truck|e20a7376-31f6-4c95-adc0-11bf4db87444|924.1845858884091|376 Whites Road, , Wilmington VT,5363
2023-10-27 09:05:36|6579173482559035|shirt-orange-medium|98e8b120-5e7b-4702-a2aa-aa6d5477dd3c|79.3347381197461|230 East 8th Street, , Edmond OK,73034
2023-10-27 13:27:03|0662276165245455|pants-violet-small|75603f2d-fc9a-4a40-b2a9-61048ec26774|288.36107381617813|4709 Blagden Terrace Northwest, , Washington DC,20011
2023-10-27 16:40:39|9971120358323222|computer-mac-128|d6b618bf-6f4e-43ae-bcca-5eb7a3517217|273.1598292775183|97 Lincoln Street, , Fitchburg MA,1420
2023-10-27 21:58:13|8133498600064219|pants-green-medium|c07d495a-bf17-4e90-8ab4-d3c7118294b5|856.5192060550994|5104 West Tierra Buena Lane, , Glendale AZ,85306
2023-10-28 18:04:07|6021426704833190|computer-ibm-16|c05d3a60-7989-466e-84ed-64fc017e07f7|554.2467409832302|2802 US Highway 98, BLDG F, Mexico Beach FL,32456
2023-10-30 15:53:51|9894029675441939|computer-dell-128|868c55b0-3eec-4f45-875a-9fc93586932f|581.3387408329254|6606 North 52nd Drive, , Glendale AZ,85301
2023-10-30 22:47:16|0385748709302681|shirt-blue-xlarge|613c7f1a-f2c4-43f3-aea4-d65da7929d9b|907.6933659713962|4940 Fuller Road, , Montgomery AL,36110
2023-10-31 05:19:47|5663047264482101|ebike-velotric-medium|dd5134fa-7127-4da0-8192-4ae3a297d097|517.940666137701|10 Skyline Way, , Hartford VT,5001
2023-10-31 17:20:37|5170521708436402|computer-ibm-16|87b81489-a5c9-4ef7-b9b4-415fd7049a99|270.3660812105643|1840 Nobel Place, , Louisville KY,40216
2023-11-01 00:54:32|8800703670627130|ebike-velotric-xlarge|aefd3f0c-cee5-497b-9bef-6d7c93a941bc|822.104740429626|158 Euclid Avenue, , San Leandro CA,94577
2023-11-01 02:44:34|0555077118002410|ebike-rad_power-medium|d1baddbc-7dc1-4ab4-963d-d634a6aeede6|253.3782338231893|1700 William E Summers III Avenue, #201, Louisville KY,40211
2023-11-01 04:36:57|4278294313328004|tie-red-kipper-medium|0415f616-a5d5-4c00-873d-479f56be2bcd|699.5664025439331|134 Butternut Road, , Manchester CT,6040
2023-11-01 04:40:57|1241524517561890|bike-trek-small|f856c33b-dae7-4cf9-9a1c-9a828a805663|827.7669176586488|2330 39th Street Northwest, , Washington DC,20007
